,Chave do item,ID do item,Chave do projeto,Prioridade,Solicitante,Responsável,Campo personalizado (Enviado para N2),Criado,Atualizado,Campo personalizado (Ambiente),Campo personalizado (Categoria),Campo personalizado (Client ID)
1981,PLAT-19905,19905,PLAT,Low,Agent24,Analist0,13/06/24 9:29 AM,03/06/24 10:38 AM,13/06/24 11:49 AM,Product 4,Category7,1933
1982,PLAT-14521,14521,PLAT,Low,Agent24,Analist9,03/06/24 10:31 AM,03/06/24 10:31 AM,03/06/24 4:28 PM,Product 4,Category36,2115
1983,PLAT-48038,48038,PLAT,Low,Agent14,Analist14,03/06/24 11:19 AM,03/06/24 10:27 AM,04/06/24 9:18 AM,Product 4,Category3,497
1984,BASE-32297,32297,BASE,High,Agent22,Analist19,03/06/24 10:25 AM,03/06/24 10:25 AM,03/06/24 5:06 PM,Product 4,Category29,916
1985,PLAT-70891,70891,PLAT,Low,Agent41,Analist6,03/06/24 10:14 AM,03/06/24 10:14 AM,04/06/24 3:04 PM,Product 4,Category5,1074
1986,PLAT-35114,35114,PLAT,Low,Agent4,Analist4,03/06/24 10:12 AM,03/06/24 10:12 AM,04/06/24 9:18 AM,Product 4,Category13,1933
1987,PLAT-08440,08440,PLAT,Low,Agent13,Analist57,03/06/24 3:34 PM,03/06/24 9:51 AM,25/06/24 5:08 PM,Product 4,Category7,896
1988,SITE-24325,24325,SITE,High,Agent28,Analist10,03/06/24 9:44 AM,03/06/24 9:44 AM,13/06/24 10:50 AM,Product 4,Category39,1450
1989,PLAT-74719,74719,PLAT,Low,Agent41,Analist6,03/06/24 9:13 AM,03/06/24 9:13 AM,03/06/24 7:38 PM,Product 4,Category5,1344
1990,PLAT-26268,26268,PLAT,Low,Agent30,Analist5,03/06/24 10:30 AM,03/06/24 9:01 AM,03/06/24 11:41 AM,Product 4,Category3,2159
1991,PLAT-94857,94857,PLAT,Low,Agent21,Analist26,03/06/24 8:31 AM,03/06/24 8:31 AM,10/06/24 9:35 AM,Product 4,Category11,1931
1992,BASE-58410,58410,BASE,High,Agent43,Analist33,03/06/24 8:11 AM,03/06/24 8:11 AM,20/06/24 11:42 AM,Product 4,Category51,715
1993,SITE-45667,45667,SITE,Low,Agent44,Analist10,03/06/24 11:23 AM,03/06/24 7:36 AM,18/06/24 9:22 AM,Product 4,Category9,1007
1994,PLAT-18076,18076,PLAT,Low,Agent33,Analist4,03/06/24 7:26 AM,03/06/24 7:21 AM,04/06/24 11:45 AM,Product 4,Category76,2078
1995,NET-58914,58914,NET,Lowest,Agent35,Analist6,07/06/24 3:10 PM,02/06/24 10:42 PM,12/06/24 5:54 PM,Product 4,Category34,822
1996,NET-72014,72014,NET,Low,Agent3,Analist17,02/06/24 9:47 PM,02/06/24 9:47 PM,12/06/24 5:54 PM,Product 4,Category37,771
1997,NET-36472,36472,NET,Low,Agent16,Analist17,02/06/24 4:18 PM,02/06/24 4:18 PM,12/06/24 5:54 PM,Product 4,Category23,1294
1998,PLAT-97859,97859,PLAT,Low,Agent19,Analist5,04/06/24 9:54 AM,02/06/24 2:51 PM,04/06/24 11:45 AM,Product 4,Category3,769
1999,ROUT-08716,08716,ROUT,Low,Agent15,Analist21,02/06/24 2:29 PM,02/06/24 2:29 PM,07/06/24 1:41 PM,Product 4,Category9,1046
2000,PLAT-01741,01741,PLAT,Low,Agent24,Analist8,02/06/24 2:15 PM,02/06/24 2:15 PM,14/06/24 3:37 PM,Product 4,Category36,827
2001,PLAT-81252,81252,PLAT,Low,Agent15,Analist14,02/06/24 2:08 PM,02/06/24 2:08 PM,04/06/24 3:20 PM,Product 4,Category22,2197
2002,PLAT-40524,40524,PLAT,Low,Agent34,Analist1,10/06/24 11:42 AM,01/06/24 10:44 PM,10/06/24 12:21 PM,Product 4,Category16,821
2003,PLAT-14324,14324,PLAT,Low,Agent1,Analist64,10/06/24 10:33 AM,01/06/24 5:55 PM,10/06/24 11:07 AM,Product 4,Category22,1456
2004,PLAT-09374,09374,PLAT,Low,Agent14,Analist14,24/06/24 9:38 AM,01/06/24 4:55 PM,24/06/24 9:48 AM,Product 4,Category90,2170
2005,ROUT-59834,59834,ROUT,High,Agent41,Analist8,01/06/24 4:55 PM,01/06/24 4:55 PM,04/06/24 8:40 AM,Product 4,Category14,1324
2006,PLAT-45471,45471,PLAT,Low,Agent14,Analist9,04/06/24 3:46 PM,01/06/24 4:42 PM,04/06/24 4:35 PM,Product 4,Category3,2168
2007,PLAT-39236,39236,PLAT,Low,Agent14,Analist2,28/06/24 8:48 AM,01/06/24 4:32 PM,28/06/24 8:54 AM,Product 4,Category22,1600
2008,BASE-48281,48281,BASE,Low,Agent14,Analist6,13/06/24 4:31 PM,01/06/24 4:17 PM,13/06/24 5:16 PM,Product 4,Category27,935
2009,ROUT-17579,17579,ROUT,Low,Agent14,Analist1,01/06/24 4:03 PM,01/06/24 3:55 PM,04/06/24 8:58 AM,Product 4,Category22,10
2010,SITE-06318,06318,SITE,Low,Agent29,Analist10,01/06/24 11:16 AM,01/06/24 11:16 AM,04/06/24 5:06 AM,Product 4,Category22,2323
2011,PLAT-90218,90218,PLAT,Medium,Agent45,Analist6,10/06/24 9:24 AM,01/06/24 4:02 AM,10/06/24 9:37 AM,Product 4,Category5,837
2012,ROUT-56715,56715,ROUT,Medium,Agent45,Analist2,14/06/24 10:56 AM,01/06/24 3:46 AM,14/06/24 2:54 PM,Product 4,Category29,1958
2013,SITE-69898,69898,SITE,Medium,Agent45,Analist10,17/06/24 10:35 AM,01/06/24 3:10 AM,17/06/24 11:31 AM,Product 4,Category7,278
2014,ROUT-93843,93843,ROUT,Low,Agent33,Analist12,01/06/24 12:01 AM,31/05/24 11:54 PM,04/06/24 12:46 AM,Product 4,Category4,1212
2015,PLAT-06958,06958,PLAT,Low,Agent1,Analist14,04/06/24 2:20 PM,31/05/24 11:36 PM,06/06/24 3:45 PM,Product 4,Category12,4
2016,ROUT-88223,88223,ROUT,Low,Agent34,Analist3,31/05/24 11:04 PM,31/05/24 11:04 PM,19/06/24 10:48 AM,Product 4,Category13,1323
2017,PLAT-22153,22153,PLAT,Low,Agent3,Analist14,02/06/24 2:22 PM,31/05/24 10:12 PM,04/06/24 9:00 AM,Product 4,Category22,1242
2018,SITE-72167,72167,SITE,Medium,Agent1,Analist10,20/06/24 2:19 PM,31/05/24 10:09 PM,21/06/24 10:33 AM,Product 4,Category60,1502
2019,PLAT-30907,30907,PLAT,Low,Agent56,Analist0,31/05/24 9:49 PM,31/05/24 9:49 PM,05/06/24 2:25 PM,Product 4,Category34,2094
2020,ROUT-90586,90586,ROUT,Medium,Agent3,Analist30,04/06/24 9:59 AM,31/05/24 9:48 PM,11/06/24 5:15 PM,Product 4,Category76,1814
2021,PLAT-16536,16536,PLAT,Low,Agent34,Analist0,19/06/24 10:33 AM,31/05/24 8:24 PM,19/06/24 12:36 PM,Product 4,Category9,511
2022,PLAT-84682,84682,PLAT,Low,Agent23,Analist11,31/05/24 8:18 PM,31/05/24 8:18 PM,03/06/24 11:30 AM,Product 4,Category39,668
2023,PLAT-97531,97531,PLAT,Low,Agent5,Analist11,06/06/24 11:14 AM,31/05/24 6:21 PM,06/06/24 2:58 PM,Product 4,Category36,304
2024,PLAT-12559,12559,PLAT,Low,Agent17,Analist8,27/06/24 2:13 PM,31/05/24 6:14 PM,27/06/24 5:46 PM,Product 4,Category14,2032
2025,ROUT-01564,01564,ROUT,Low,Agent4,Analist4,31/05/24 6:05 PM,31/05/24 6:05 PM,03/06/24 3:10 PM,Product 4,Category0,1189
2026,PLAT-68066,68066,PLAT,Low,Agent36,Analist5,31/05/24 6:04 PM,31/05/24 6:04 PM,03/06/24 12:26 PM,Product 4,Category15,1104
2027,PLAT-32189,32189,PLAT,Low,Agent2,Analist9,31/05/24 6:01 PM,31/05/24 5:59 PM,12/06/24 10:37 AM,Product 4,Category36,1225
2028,PLAT-44052,44052,PLAT,Low,Agent17,Analist5,31/05/24 5:58 PM,31/05/24 5:58 PM,03/06/24 12:38 PM,Product 4,Category72,1266
2029,ROUT-99800,99800,ROUT,Low,Agent5,Analist45,06/06/24 10:10 AM,31/05/24 5:56 PM,27/06/24 3:00 PM,Product 4,Category5,162
2030,ROUT-55671,55671,ROUT,Low,Agent6,Analist9,03/06/24 12:28 PM,31/05/24 5:56 PM,03/06/24 6:11 PM,Product 4,Category13,1949
2031,PLAT-47912,47912,PLAT,Low,Agent36,Analist0,31/05/24 5:46 PM,31/05/24 5:46 PM,03/06/24 2:18 PM,Product 4,Category2,207
2032,PLAT-41390,41390,PLAT,Low,Agent36,Analist11,10/06/24 11:52 AM,31/05/24 5:30 PM,10/06/24 12:31 PM,Product 4,Category6,332
2033,ROUT-63050,63050,ROUT,Low,Agent14,Analist0,06/06/24 1:17 PM,31/05/24 5:27 PM,10/06/24 12:50 PM,Product 4,Category4,1225
2034,PLAT-83646,83646,PLAT,Low,Agent10,Analist9,31/05/24 5:26 PM,31/05/24 5:26 PM,05/06/24 9:36 AM,Product 4,Category7,946
2035,SITE-86343,86343,SITE,Low,Agent37,Analist10,31/05/24 5:19 PM,31/05/24 5:19 PM,03/06/24 8:23 AM,Product 4,Category34,1544
2036,PLAT-87026,87026,PLAT,Medium,Agent8,Analist0,03/06/24 1:22 PM,31/05/24 5:12 PM,05/06/24 3:40 AM,Product 4,Category28,1707
2037,PLAT-21607,21607,PLAT,Lowest,Agent10,Analist11,31/05/24 5:10 PM,31/05/24 5:10 PM,18/06/24 9:15 AM,Product 4,Category6,7
2038,PLAT-33198,33198,PLAT,Low,Agent48,Analist11,14/06/24 2:25 PM,31/05/24 5:06 PM,14/06/24 2:45 PM,Product 4,Category0,641
2039,PLAT-80545,80545,PLAT,Low,Agent20,Analist9,12/06/24 9:33 AM,31/05/24 5:05 PM,12/06/24 9:52 AM,Product 4,Category0,1870
2040,PLAT-03424,03424,PLAT,Low,Agent13,Analist8,31/05/24 4:58 PM,31/05/24 4:58 PM,03/06/24 2:52 PM,Product 4,Category1,776
2041,PLAT-33989,33989,PLAT,Low,Agent48,Analist2,27/06/24 4:14 PM,31/05/24 4:56 PM,28/06/24 8:40 AM,Product 4,Category0,1066
2042,PLAT-50678,50678,PLAT,Low,Agent14,Analist5,31/05/24 5:06 PM,31/05/24 4:48 PM,31/05/24 6:05 PM,Product 4,Category3,2072
2043,ROUT-02922,02922,ROUT,Low,Agent40,Analist12,31/05/24 4:47 PM,31/05/24 4:47 PM,10/06/24 5:39 PM,Product 4,Category19,825
2044,PLAT-63181,63181,PLAT,Low,Agent26,Analist9,03/06/24 9:29 AM,31/05/24 4:44 PM,10/06/24 9:50 AM,Product 4,Category11,854
2045,BASE-10425,10425,BASE,Medium,Agent27,Analist3,31/05/24 4:42 PM,31/05/24 4:42 PM,03/06/24 2:42 PM,Product 4,Category37,145
2046,PLAT-69936,69936,PLAT,Low,Agent16,Analist0,03/06/24 10:20 AM,31/05/24 4:41 PM,03/06/24 10:59 AM,Product 4,Category33,759
2047,BASE-65066,65066,BASE,High,Agent91,Analist28,31/05/24 4:39 PM,31/05/24 4:39 PM,31/05/24 6:06 PM,Product 4,Category10,219
2048,PLAT-38196,38196,PLAT,Medium,Agent14,Analist6,12/06/24 2:53 PM,31/05/24 4:31 PM,17/06/24 10:17 AM,Product 4,Category5,1564
2049,PLAT-21605,21605,PLAT,Low,Agent21,Analist2,07/06/24 8:44 AM,31/05/24 4:31 PM,07/06/24 5:10 PM,Product 4,Category5,2329
2050,ROUT-87384,87384,ROUT,Low,Agent26,Analist4,31/05/24 4:27 PM,31/05/24 4:27 PM,06/06/24 8:27 AM,Product 4,Category6,411
2051,SITE-50516,50516,SITE,Low,Agent29,Analist10,31/05/24 4:26 PM,31/05/24 4:26 PM,04/06/24 10:14 AM,Product 4,Category63,2321
2052,PLAT-61532,61532,PLAT,Low,Agent21,Analist2,05/06/24 4:16 PM,31/05/24 4:24 PM,12/06/24 3:30 PM,Product 4,Category5,1237
2053,ROUT-00388,00388,ROUT,Low,Agent36,Analist21,31/05/24 4:20 PM,31/05/24 4:20 PM,04/06/24 3:10 PM,Product 4,Category14,1850
2054,PLAT-79700,79700,PLAT,Low,Agent40,Analist6,05/06/24 11:07 AM,31/05/24 4:16 PM,25/06/24 4:25 PM,Product 4,Category86,1353
2055,PLAT-22810,22810,PLAT,Low,Agent0,Analist14,31/05/24 4:19 PM,31/05/24 4:16 PM,21/06/24 4:43 PM,Product 4,Category3,244
2056,PLAT-13874,13874,PLAT,Medium,Agent9,Analist31,04/06/24 10:24 AM,31/05/24 4:16 PM,27/06/24 5:15 PM,Product 4,Category31,1313
2057,SITE-32694,32694,SITE,Low,Agent48,Analist0,31/05/24 4:51 PM,31/05/24 4:08 PM,03/06/24 4:57 PM,Product 4,Category33,1555
2058,ROUT-69372,69372,ROUT,Low,Agent15,Analist8,31/05/24 4:08 PM,31/05/24 4:08 PM,04/06/24 8:38 AM,Product 4,Category14,246
2059,PLAT-55380,55380,PLAT,Low,Agent19,Analist11,18/06/24 1:39 PM,31/05/24 3:59 PM,18/06/24 2:53 PM,Product 4,Category7,537
2060,PLAT-44254,44254,PLAT,Low,Agent2,Analist87,31/05/24 3:48 PM,31/05/24 3:48 PM,19/06/24 11:20 AM,Product 4,Category36,1302
2061,PLAT-17316,17316,PLAT,Low,Agent15,Analist14,31/05/24 3:42 PM,31/05/24 3:42 PM,03/06/24 9:39 AM,Product 4,Category12,2074
2062,PLAT-16384,16384,PLAT,Low,Agent0,Analist11,31/05/24 3:33 PM,31/05/24 3:31 PM,31/05/24 4:51 PM,Product 4,Category79,455
2063,PLAT-60351,60351,PLAT,Low,Agent15,Analist8,04/06/24 4:05 PM,31/05/24 3:30 PM,07/06/24 12:32 PM,Product 4,Category5,2227
2064,PLAT-89093,89093,PLAT,Low,Agent15,Analist0,31/05/24 3:15 PM,31/05/24 3:15 PM,31/05/24 5:30 PM,Product 4,Category65,419
2065,PLAT-33298,33298,PLAT,Low,Agent29,Analist11,31/05/24 3:05 PM,31/05/24 3:05 PM,19/06/24 3:07 PM,Product 4,Category36,252
2066,DATA-06383,06383,DATA,Low,Agent16,Analist14,06/06/24 9:49 AM,31/05/24 3:05 PM,21/06/24 9:15 AM,Product 4,Category12,829
2067,ROUT-97396,97396,ROUT,Low,Agent83,Analist12,31/05/24 3:00 PM,31/05/24 3:00 PM,31/05/24 4:19 PM,Product 4,Category6,1148
2068,PLAT-81989,81989,PLAT,Low,Agent15,Analist2,03/06/24 7:02 PM,31/05/24 2:59 PM,27/06/24 5:03 PM,Product 4,Category5,42
2069,PLAT-29002,29002,PLAT,Low,Agent24,Analist0,06/06/24 9:51 AM,31/05/24 2:51 PM,06/06/24 10:22 AM,Product 4,Category15,1754
2070,SITE-05855,05855,SITE,Medium,Agent48,Analist10,31/05/24 2:58 PM,31/05/24 2:49 PM,25/06/24 8:18 AM,Product 4,Category2,1853
2071,PLAT-03532,03532,PLAT,Medium,Agent8,Analist0,06/06/24 9:21 AM,31/05/24 2:48 PM,06/06/24 9:32 AM,Product 4,Category0,323
2072,PLAT-48049,48049,PLAT,Low,Agent16,Analist6,23/06/24 10:15 AM,31/05/24 2:37 PM,24/06/24 8:45 AM,Product 4,Category5,533
2073,PLAT-24880,24880,PLAT,Low,Agent24,Analist14,31/05/24 2:33 PM,31/05/24 2:33 PM,03/06/24 8:12 AM,Product 4,Category12,1973
2074,DATA-72102,72102,DATA,High,Agent27,Analist14,03/06/24 9:48 AM,31/05/24 2:30 PM,03/06/24 3:54 PM,Product 4,Category44,13
2075,PLAT-21371,21371,PLAT,Low,Agent16,Analist1,03/06/24 4:54 PM,31/05/24 2:21 PM,12/06/24 8:56 AM,Product 4,Category0,1263
2076,PHONE-72350,72350,PHONE,Medium,Agent22,Analist0,31/05/24 2:01 PM,31/05/24 2:01 PM,04/06/24 9:36 AM,Product 4,Category13,2178
2077,SITE-76728,76728,SITE,Low,Agent37,Analist11,03/06/24 10:21 AM,31/05/24 1:29 PM,04/06/24 9:30 AM,Product 4,Category27,967
2078,PLAT-33537,33537,PLAT,High,Agent25,Analist1,31/05/24 1:07 PM,31/05/24 1:07 PM,18/06/24 3:44 PM,Product 4,Category9,1841
2079,ROUT-84047,84047,ROUT,Low,Agent10,Analist4,31/05/24 12:59 PM,31/05/24 12:59 PM,19/06/24 4:11 PM,Product 4,Category19,1227
2080,DATA-32893,32893,DATA,Low,Agent18,Analist88,31/05/24 12:59 PM,31/05/24 12:59 PM,10/06/24 11:21 AM,Product 4,Category94,1088
2081,PLAT-06250,06250,PLAT,Medium,Agent8,Analist6,03/06/24 10:26 AM,31/05/24 12:50 PM,05/06/24 3:40 AM,Product 4,Category28,1898
2082,PLAT-98088,98088,PLAT,Low,Agent10,Analist7,31/05/24 12:40 PM,31/05/24 12:40 PM,06/06/24 4:23 PM,Product 4,Category1,1606
2083,ROUT-63948,63948,ROUT,Lowest,Agent10,Analist12,31/05/24 12:27 PM,31/05/24 12:27 PM,31/05/24 2:47 PM,Product 4,Category41,2274
2084,PLAT-50882,50882,PLAT,Medium,Agent26,Analist11,31/05/24 12:21 PM,31/05/24 12:21 PM,12/06/24 11:57 AM,Product 4,Category7,2175
2085,SITE-57429,57429,SITE,High,Agent2,Analist10,31/05/24 12:19 PM,31/05/24 12:19 PM,06/06/24 3:48 PM,Product 4,Category27,1251
2086,ROUT-44939,44939,ROUT,Medium,Agent30,Analist12,06/06/24 11:06 AM,31/05/24 12:03 PM,06/06/24 3:35 PM,Product 4,Category9,1415
2087,ROUT-45790,45790,ROUT,Medium,Agent26,Analist4,04/06/24 11:32 AM,31/05/24 11:57 AM,13/06/24 1:27 PM,Product 4,Category6,1573
2088,CONN-2663,2663,CONN,Medium,Agent64,Analist22,31/05/24 11:57 AM,31/05/24 11:57 AM,04/06/24 2:33 PM,Product 4,Category55,1668
2089,PLAT-43461,43461,PLAT,Low,Agent0,Analist12,31/05/24 11:54 AM,31/05/24 11:51 AM,04/06/24 2:46 PM,Product 4,Category77,860
2090,ROUT-32819,32819,ROUT,Low,Agent24,Analist12,31/05/24 11:45 AM,31/05/24 11:45 AM,04/06/24 8:43 AM,Product 4,Category4,1939
2091,ROUT-64013,64013,ROUT,Medium,Agent22,Analist12,31/05/24 11:22 AM,31/05/24 11:22 AM,03/06/24 3:33 PM,Product 4,Category95,2109
2092,BASE-19440,19440,BASE,Medium,Agent11,Analist33,31/05/24 11:22 AM,31/05/24 11:22 AM,03/06/24 11:41 AM,Product 4,Category10,888
2093,CONN-3002,3002,CONN,Low,Agent66,Analist89,31/05/24 11:48 AM,31/05/24 11:21 AM,04/06/24 10:56 AM,Product 4,Category37,1185
2094,PLAT-77678,77678,PLAT,Low,Agent30,Analist2,03/06/24 8:29 AM,31/05/24 11:19 AM,04/06/24 2:59 PM,Product 4,Category5,623
2095,PLAT-93171,93171,PLAT,High,Agent6,Analist26,31/05/24 11:12 AM,31/05/24 11:12 AM,26/06/24 3:18 PM,Product 4,Category82,2036
2096,ROUT-15525,15525,ROUT,Low,Agent4,Analist6,31/05/24 11:11 AM,31/05/24 11:11 AM,21/06/24 5:25 PM,Product 4,Category6,1516
2097,SITE-84801,84801,SITE,Medium,Agent2,Analist9,31/05/24 11:06 AM,31/05/24 11:06 AM,31/05/24 2:50 PM,Product 4,Category20,133
2098,PLAT-35989,35989,PLAT,Low,Agent2,Analist8,31/05/24 10:51 AM,31/05/24 10:47 AM,12/06/24 9:16 AM,Product 4,Category32,769
2099,PLAT-74663,74663,PLAT,Low,Agent31,Analist6,10/06/24 3:59 PM,31/05/24 10:47 AM,20/06/24 12:04 PM,Product 4,Category79,2097
2100,SITE-95840,95840,SITE,High,Agent27,Analist10,31/05/24 10:44 AM,31/05/24 10:44 AM,25/06/24 9:27 AM,Product 4,Category3,2292
2101,PLAT-48349,48349,PLAT,Low,Agent24,Analist1,31/05/24 10:41 AM,31/05/24 10:41 AM,06/06/24 9:25 AM,Product 4,Category33,1708
2102,PLAT-30015,30015,PLAT,Lowest,Agent2,Analist11,31/05/24 10:33 AM,31/05/24 10:33 AM,31/05/24 2:32 PM,Product 4,Category20,697
2103,NET-46064,46064,NET,High,Agent11,Analist16,31/05/24 10:01 AM,31/05/24 10:01 AM,05/06/24 11:02 PM,Product 4,Category10,2233
2104,CONN-5157,5157,CONN,High,Agent76,Analist15,31/05/24 9:47 AM,31/05/24 9:47 AM,03/06/24 5:10 PM,Product 4,Category55,2135
2105,NET-24721,24721,NET,Medium,Agent27,Analist20,31/05/24 9:46 AM,31/05/24 9:46 AM,12/06/24 12:13 PM,Product 4,Category10,1027
2106,PLAT-12256,12256,PLAT,Low,Agent20,Analist9,31/05/24 10:07 AM,31/05/24 9:42 AM,31/05/24 11:58 AM,Product 4,Category17,1697
2107,SITE-87624,87624,SITE,Highest,Agent19,Analist10,31/05/24 9:41 AM,31/05/24 9:41 AM,06/06/24 11:59 AM,Product 4,Category3,1629
2108,PLAT-30194,30194,PLAT,Low,Agent92,Analist1,12/06/24 9:53 AM,31/05/24 9:24 AM,12/06/24 11:12 AM,Product 4,Category0,165
2109,PLAT-70326,70326,PLAT,Medium,Agent26,Analist5,31/05/24 9:17 AM,31/05/24 9:17 AM,03/06/24 12:13 PM,Product 4,Category14,947
2110,SITE-62102,62102,SITE,Low,Agent32,Analist10,31/05/24 5:27 AM,31/05/24 5:27 AM,31/05/24 8:51 AM,Product 4,Category36,328
2111,PLAT-20003,20003,PLAT,Low,Agent45,Analist36,30/05/24 11:49 PM,30/05/24 11:49 PM,31/05/24 1:01 AM,Product 4,Category7,2147
2112,DATA-36328,36328,DATA,Medium,Agent33,Analist24,31/05/24 4:17 PM,30/05/24 11:43 PM,25/06/24 9:28 AM,Product 4,Category22,1147
2113,PLAT-23101,23101,PLAT,Low,Agent56,Analist7,30/05/24 10:55 PM,30/05/24 10:55 PM,31/05/24 10:41 AM,Product 4,Category17,1680
2114,PLAT-55198,55198,PLAT,Low,Agent34,Analist7,30/05/24 10:53 PM,30/05/24 10:53 PM,31/05/24 9:39 AM,Product 4,Category22,46
2115,BASE-80406,80406,BASE,Low,Agent17,Analist19,21/06/24 4:01 PM,30/05/24 10:23 PM,24/06/24 10:55 AM,Product 4,Category34,496
2116,PLAT-82609,82609,PLAT,Low,Agent17,Analist14,30/05/24 10:04 PM,30/05/24 10:04 PM,04/06/24 5:16 AM,Product 4,Category22,2078
2117,CONN-0925,0925,CONN,Low,Agent1,Analist89,31/05/24 3:18 PM,30/05/24 9:04 PM,03/06/24 9:32 AM,Product 4,Category23,1981
2118,PLAT-66428,66428,PLAT,Low,Agent23,Analist90,30/05/24 8:46 PM,30/05/24 8:46 PM,13/06/24 10:51 AM,Product 4,Category38,1644
2119,ROUT-47017,47017,ROUT,Low,Agent1,Analist18,03/06/24 4:08 PM,30/05/24 5:56 PM,05/06/24 10:04 AM,Product 4,Category9,1847
2120,SITE-23038,23038,SITE,Low,Agent14,Analist10,30/05/24 5:01 PM,30/05/24 5:01 PM,03/06/24 8:42 AM,Product 4,Category27,446
2121,SITE-34275,34275,SITE,Low,Agent41,Analist10,30/05/24 4:37 PM,30/05/24 4:37 PM,12/06/24 11:21 AM,Product 4,Category36,1129
2122,PLAT-16648,16648,PLAT,Low,Agent14,Analist2,06/06/24 5:28 PM,30/05/24 4:06 PM,07/06/24 8:34 AM,Product 4,Category11,941
2123,PLAT-12559,12559,PLAT,Low,Agent48,Analist5,14/06/24 10:10 AM,30/05/24 3:55 PM,14/06/24 3:13 PM,Product 4,Category3,2155
2124,NET-00271,00271,NET,Low,Agent48,Analist13,30/05/24 3:50 PM,30/05/24 3:50 PM,12/06/24 5:54 PM,Product 4,Category50,841
2125,PLAT-83938,83938,PLAT,Low,Agent14,Analist9,30/05/24 4:16 PM,30/05/24 3:48 PM,31/05/24 4:12 PM,Product 4,Category71,2098
2126,PLAT-24117,24117,PLAT,Low,Agent15,Analist9,03/06/24 3:30 PM,30/05/24 3:17 PM,03/06/24 5:45 PM,Product 4,Category3,2230
2127,PLAT-12369,12369,PLAT,Low,Agent15,Analist8,30/05/24 3:10 PM,30/05/24 3:10 PM,04/06/24 11:40 AM,Product 4,Category5,273
2128,PLAT-54546,54546,PLAT,Low,Agent15,Analist5,19/06/24 10:35 AM,30/05/24 10:09 AM,19/06/24 2:52 PM,Product 4,Category3,75
2129,PLAT-03749,03749,PLAT,Low,Agent14,Analist4,30/05/24 3:10 PM,30/05/24 9:55 AM,31/05/24 2:57 PM,Product 4,Category17,1067
2130,PLAT-31298,31298,PLAT,Low,Agent15,Analist5,11/06/24 8:52 AM,30/05/24 8:24 AM,11/06/24 11:41 AM,Product 4,Category32,205
2131,DATA-79553,79553,DATA,Low,Agent32,Analist14,30/05/24 7:32 AM,30/05/24 7:26 AM,02/06/24 3:29 AM,Product 4,Category12,1878
2132,ROUT-84932,84932,ROUT,Low,Agent45,Analist2,05/06/24 10:42 AM,30/05/24 6:49 AM,05/06/24 12:18 PM,Product 4,Category5,653
2133,ROUT-51517,51517,ROUT,Low,Agent45,Analist2,15/06/24 12:43 AM,30/05/24 3:29 AM,17/06/24 2:42 PM,Product 4,Category0,375
2134,BASE-11910,11910,BASE,Low,Agent56,Analist19,31/05/24 10:07 AM,29/05/24 11:24 PM,03/06/24 8:58 AM,Product 4,Category7,1235
2135,PLAT-33875,33875,PLAT,Medium,Agent34,Analist9,31/05/24 2:51 PM,29/05/24 10:52 PM,31/05/24 3:57 PM,Product 4,Category3,1889
2136,PLAT-45900,45900,PLAT,Low,Agent3,Analist2,11/06/24 9:57 AM,29/05/24 10:33 PM,25/06/24 2:10 AM,Product 4,Category13,1434
2137,PLAT-78562,78562,PLAT,Low,Agent3,Analist11,31/05/24 2:28 PM,29/05/24 10:09 PM,06/06/24 9:53 AM,Product 4,Category1,1358
2138,SITE-28273,28273,SITE,Low,Agent56,Analist10,29/05/24 9:32 PM,29/05/24 9:32 PM,04/06/24 9:22 AM,Product 4,Category34,1938
2139,ROUT-72075,72075,ROUT,Medium,Agent35,Analist45,31/05/24 2:17 PM,29/05/24 9:08 PM,24/06/24 5:47 PM,Product 4,Category0,5
2140,PLAT-61478,61478,PLAT,Low,Agent3,Analist6,31/05/24 2:34 PM,29/05/24 7:00 PM,14/06/24 2:55 PM,Product 4,Category32,984
2141,ROUT-98035,98035,ROUT,Low,Agent34,Analist12,01/06/24 3:25 PM,29/05/24 6:44 PM,06/06/24 1:59 AM,Product 4,Category4,348
2142,ROUT-99006,99006,ROUT,Low,Agent5,Analist12,10/06/24 9:04 AM,29/05/24 6:28 PM,10/06/24 10:15 AM,Product 4,Category14,1415
2143,PLAT-26221,26221,PLAT,Low,Agent6,Analist9,03/06/24 2:01 PM,29/05/24 6:15 PM,03/06/24 6:11 PM,Product 4,Category7,1244
2144,PLAT-71050,71050,PLAT,Low,Agent5,Analist2,31/05/24 8:52 AM,29/05/24 6:10 PM,03/06/24 9:40 AM,Product 4,Category36,497
2145,PLAT-37368,37368,PLAT,Low,Agent36,Analist0,06/06/24 9:50 AM,29/05/24 6:01 PM,06/06/24 11:17 AM,Product 4,Category7,881
2146,PLAT-22597,22597,PLAT,Low,Agent36,Analist11,04/06/24 2:47 PM,29/05/24 5:53 PM,05/06/24 8:05 AM,Product 4,Category28,468
2147,PLAT-23384,23384,PLAT,Low,Agent37,Analist0,29/05/24 5:52 PM,29/05/24 5:52 PM,31/05/24 8:50 AM,Product 4,Category52,1194
2148,ROUT-78376,78376,ROUT,Low,Agent10,Analist4,31/05/24 3:43 PM,29/05/24 5:43 PM,03/06/24 12:22 PM,Product 4,Category6,820
2149,NET-90799,90799,NET,High,Agent27,Analist16,29/05/24 5:36 PM,29/05/24 5:36 PM,31/05/24 10:01 AM,Product 4,Category10,1757
